vote,user,user_url,star,level,release_time,content
0,john,https://www.douban.com/people/ijohnw/,50,力荐,2013-08-13,"看完全本，配角们塑造得很成功，特别是陈萍萍，看到《雨中送陈萍萍》那章是很有点眼红、失落~~~
转：
七律——庆都雨中送陈萍萍作    
 
孤帆一叶澹州天，
只在相携师友间。
社稷岂独一姓重，
乾坤谁怜万民悬；
冲天黑骑三千里，
孤苑白首二十年；
莫道秋至残躯老，
笑看英雄不等闲。"
0,绿肥红瘦,https://www.douban.com/people/65298945/,40,推荐,2013-08-11,不错 不错 文笔不错
0,[已注销],https://www.douban.com/people/70251304/,40,推荐,2013-08-10,郭攸之林依晨这名起的雷死人...
0,哔啵哔啵,https://www.douban.com/people/53694495/,50,力荐,2013-08-09,作者文字功力颇为深厚
1,敦敦,https://www.douban.com/people/ritashenqi/,30,还行,2014-11-24,男主简直杰克苏
1,仙人刺猬球,https://www.douban.com/people/64485384/,30,还行,2015-04-27,【2015.04.25—4.26】去崇明岛的路上因为带纸质书不方便就打开KINDLE开始看。感觉入了一个巨坑。心疼自己。看了第一本…………诶，这个真的不是男版玛丽苏么。但是有好几个我对读书品味信任的人推荐看这本书。所以我会继续认真的拜读
0,二狗子的姑娘,https://www.douban.com/people/76269690/,,,,狗子推荐的死活记不得我看过了
0,KISS,https://www.douban.com/people/48090372/,20,较差,2013-08-08,没意思
0,深黛,https://www.douban.com/people/51745308/,40,推荐,2013-08-06,太长了……不过是挺精彩的。
188,时间.世界,https://www.douban.com/people/1998897/,20,较差,2013-10-06,1星半。
0,茫茫茫茫斯特Q,https://www.douban.com/people/Iwarming/,30,还行,2013-08-04,我为什么要看这种东西…
0,S.A.R.S,https://www.douban.com/people/evilon/,30,还行,2013-08-03,箱子里是重狙，庆帝是大宗师，五竹是机器人，茅延安是黑龙王…咦，好像混进来了一些奇怪的东西。
0,樱樱木子,https://www.douban.com/people/thymedy/,50,力荐,2013-08-01,当年看完掩卷长叹，又一部好书就这么看完了，连续半个月看书时的激动化为之后好几天的失落。后来也曾力荐给好多女生，却无甚热烈反响，果然是汉纸或女汉纸才看的书么？
1,丁果,https://www.douban.com/people/vivien9161/,40,推荐,2013-08-17,我没怎么看过穿越小说，我觉得这个很好
0,缺角大齐,https://www.douban.com/people/50307645/,50,力荐,2013-07-27,和老猪的紫川一样，已经不是网络小说了，而是一部很优秀的文学作品。看了几年的小说终于进入到这个层次了，才发现几年的小说都白看了。
0,松子酱,https://www.douban.com/people/67013415/,30,还行,2013-07-26,看到豆瓣8.5的高分，觉得很惊讶，但是自己却还是只给了庆余年三颗星，虽然写得好，不过我对武侠小说还是不那么感冒，也许是我读的不够透彻。
0,马斯塔汉特,https://www.douban.com/people/syzx050639/,30,还行,2013-07-26,虎头蛇尾
0,小R_优雅de刺猬,https://www.douban.com/people/wnwnvnvn/,30,还行,2013-08-13,继续小说疗法~~
0,Totem Juby,https://www.douban.com/people/47564777/,40,推荐,2013-07-25,结尾毁。刨去结尾和庆帝，这本书的格局和文笔还是很不错的。
0,小橡,https://www.douban.com/people/33020235/,40,推荐,2013-09-11,第一次看这么长的书，竟然坚持下来了，并且过程并不枯燥，单凭这点就觉得作者挺牛……虽然烂 尾了、虽然我萌的小言公子没结局……
0,kaso.,https://www.douban.com/people/34458895/,40,推荐,2013-07-25,第一篇穿越文
0,已注销,https://www.douban.com/people/4583999/,30,还行,2013-07-24,庆余年的故事架构是走类似彩云国物语的纠结路线，因为不得已为之的理由当了坏人，然后坏人身边亲密的好人又因为不得已而为之的理由一定要报仇。于是就纠结地复仇去了。喜欢监察院门口的话我希望庆国的人民都能成为不羁之民。受到他人虐待时有不屈服之心，受到灾恶侵袭时有不受挫折之心；若有不正之事时，有不恐惧修正之心；不向豺虎献媚……我希望庆国的国民，每一位都能成为王；都能成为统治被称为’自己’这块领土的，独一无二的王!”
0,洗豆芽,https://www.douban.com/people/bettlebum/,40,推荐,2013-07-24,“既来之，则安之”，在小说的最后，范闲默默吐出这几个字，至今难忘。
0,Yuanming,https://www.douban.com/people/frankyym/,30,还行,2013-07-23,信任、背叛与阴谋。结尾略假，不然虽然有夸张，可以打四星。
0,沈思思,https://www.douban.com/people/1884579/,40,推荐,2013-07-23,猫腻
0,所谓,https://www.douban.com/people/63309384/,,,,超长篇小说
0,orchid,https://www.douban.com/people/2333040/,50,力荐,2013-07-22,主角是线，将一颗颗大放溢彩的配角串到了一起。虽然后期情节略为拖沓，仍不失为一个好故事。
11,诸葛若见,https://www.douban.com/people/Jerry-feng/,30,还行,2013-07-22,没有穿越情节多好？加了穿越描写，反而落入俗套。
0,天行健0727,https://www.douban.com/people/74000473/,50,力荐,2013-07-19,真心好，老猫出品，必属精品。
0,Miss西亚,https://www.douban.com/people/cherry-ish/,40,推荐,2013-07-19,刚开始交代事情背景，总归会显得无聊些。但是第二卷还是有点意思的。
5,kissdemon,https://www.douban.com/people/dsama/,,,,暂时先看了壹贰叁，其实我觉得写得挺弱的，先搁置吧
0,Norman,https://www.douban.com/people/55022546/,50,力荐,2013-07-16,初次接触的猫腻的书，追了好久，最后看完皇帝被狙死好爽
0,一耶,https://www.douban.com/people/64530507/,30,还行,2013-07-11,没看完 揪心
0,MissNerd,https://www.douban.com/people/55515567/,20,较差,2013-07-10,好扯淡 最不能忍的是拖沓 描述干巴巴。亲，什么叫烘托！什么叫情绪描写！不是＂长的漂亮＂就行了好吗！浪费了姐好多时间，最后实在跺手跺脚都看不下去了。。。。奉劝大家千万别看
0,🌙,https://www.douban.com/people/z19990731/,50,力荐,2013-07-09,大爱陈萍萍
0,sherry,https://www.douban.com/people/airaining/,30,还行,2013-07-08,嗯...闪现的是无数作品混合在一起的乱炖。。。自己挖坑自己填就是权臣宝典？还网络神书类。。。诶
0,OutOfThisWorld,https://www.douban.com/people/zenithalwick/,50,力荐,2013-07-07,我开始看猫腻的文是从庆余年开始的，又一个不同寻常的穿越设置，很多穿越文主角都是凭借现代知识去碾压古人，但事实上根本就不是那么回事，庆余年把这个问题很好地避免了，重点放在了主角是怎样适应、成长然后改变那个世界的，很不错。猫腻的作品里有更多的思考性内容，思想上有一定高度，行文风格也是比较平实的。
0,TrigoStone,https://www.douban.com/people/serialrapist/,40,推荐,2013-07-07,实在受不了作者的审美，俊男美女都像从红楼梦里拽出来的，一点都不性感
0,Even,https://www.douban.com/people/Even5free/,50,力荐,2013-07-05,！
0,胡不归,https://www.douban.com/people/48079248/,30,还行,2013-07-05,尚可
0,道不知,https://www.douban.com/people/4026545/,20,较差,2013-07-01,朋友推荐说很好看很好看，等到她看完后总算和我有了一致的看法，不就是讲一个穿越男很吊很吊么。
0,游走在光影间,https://www.douban.com/people/58655985/,30,还行,2013-07-01,情节丰富刺激，阴谋阳谋齐上场。不过前提的总设定就是纯YY，太过于YY，不仅于万千年中万千人中母子集体穿越，而且什么美貌智慧文韬武略还有医术心计都集于一身。另外作者肯定是男的，才会写出这样的种马文。我就纳了闷了，范闲如果真是作为一现代人穿越的，难道就不担心和表妹近亲结婚什么什么的嘛。。
0,云,https://www.douban.com/people/daiwujun/,50,力荐,2013-07-01,极喜欢
0,彬彬有礼,https://www.douban.com/people/48028131/,50,力荐,2013-06-27,太经典了 看过三遍以上
0,梧凌儿,https://www.douban.com/people/jl502/,40,推荐,2013-06-26,开头很吸引人
0,蘇打藍,https://www.douban.com/people/sodablueonly/,40,推荐,2013-06-26,网文并非皆恶劣
0,安哲罗,https://www.douban.com/people/anzheluo/,30,还行,2013-06-26,这本穿越圈儿里大名鼎鼎的书，大约是4年前朋友推荐的，一直没动。现在终于看起来，还不错。一切以自我为中心，和那种“很明显，我就是万中无一的武学奇才”的感觉久违了。
0,力啊力男人,https://www.douban.com/people/tingli112358/,40,推荐,2013-06-26,这个竟然有书？我是用手机看的电子书，好长好长 看了一年大约 穿越的挺有意思的.
0,莲生,https://www.douban.com/people/3323718/,20,较差,2013-08-31,我只想说坑啊大坑啊！！！看到大东山快进也没兴趣看下去了！！直接拉到结局表示真没劲，作者实在是太啰嗦的，直接导致我把冲2和龙门也给弃了。于是大彻大悟到：真是没什么不能弃的，尤其是这种大坑！！！
0,LooKing-K,https://www.douban.com/people/62995545/,50,力荐,2013-06-25,这是我看老猫的第一本书 自此之后彻底被猫大降服了  不过我实在不是很喜欢神庙的真面目 不过估计老猫打开始就这么想的 其实也实在没有其他太好的设定了 呵呵 很喜欢海棠朵朵  战豆豆 还有范闲他老婆叫什么来着 。。。啊 。。。
0,摇篮,https://www.douban.com/people/45552917/,30,还行,2013-06-24,看完了，有点新意，喜欢范闲，但又不是很喜欢范闲
0,伯恩利,https://www.douban.com/people/43459077/,30,还行,2013-06-21,猫腻很好
0,混混,https://www.douban.com/people/35853987/,50,力荐,2013-06-21,必须赞，当年追得很辛苦啊
0,霧中仙,https://www.douban.com/people/MCEW/,50,力荐,2013-06-20,前段时间刚看完。。。看了我一个月，内容真的很棒，文章很细腻，虽然中间会显得有点拖拉，但是你只要耐心的看完，绝对不会后悔的。五竹叔太可爱了，哈哈哈，我的机器人叔叔！
0,灭爷,https://www.douban.com/people/3112025/,50,力荐,2013-06-18,看了几遍
0,非想非非想,https://www.douban.com/people/36074788/,40,推荐,2013-06-18,也是网络小说中比较精品的，缺点是略装逼。
0,猴爷,https://www.douban.com/people/houyeah/,50,力荐,2013-06-17,不敢相信网络小说的功力能到这个地步，故事架构和节奏都控制得极好，收放自如，环环相扣，伏笔连连。出场人物极多，而且描写都很成功。不过三百八十万字看下来，我终于意识到，果然还是网络小说啊……不得不说，大家真的是都太闲了
0,Sang树,https://www.douban.com/people/53775491/,,,,网上
0,W,https://www.douban.com/people/apollodream/,40,推荐,2013-06-14,太长了。。。开局欢乐，中间紧张跌荡起伏，结局一般。开局爱情成分不错，中间到后面基本没了。几个男角塑造不错，一个女角塑造不错－海棠朵朵，可惜作者没当做重心。
0,震撼明,https://www.douban.com/people/46322073/,30,还行,2013-06-13,有点娘了，其他不错啊
0,BB&BB的故事,https://www.douban.com/people/60873662/,50,力荐,2013-06-13,算是很不错的网络小说，故事很完整，悬念迭起，字数太多哈，看完花了好些时间。
0,西瓜吃西瓜,https://www.douban.com/people/eat.watermelon/,50,力荐,2013-06-13,所以当年我看这名字还以为是穿到大宅门里去了，真的跟胡庆余堂没有关系啊~~~
0,千里Lansr,https://www.douban.com/people/52489469/,50,力荐,2013-06-11,初中回忆，当年图书馆里真是什么乱七八糟的书都有，一天一本这么看，最美好的时光
0,姵妤,https://www.douban.com/people/63014219/,30,还行,2013-06-11,"其实读完还挺早……当年还买了正版全本……和楚氏一样起点早期不可多得的好书(某个方面上说比楚氏还要优秀，毕竟猫大完结了……o(╯□╰)o)
       真正的主角是叶轻眉，那个从不正面出现但奠定了庆国功业的女人，那个可看轻天下须眉的女人。"
0,山水问道,https://www.douban.com/people/59916128/,,,,老猫力作，400多万的书，生生看了2遍，依然意犹未尽。。。
0,Guide,https://www.douban.com/people/romainzhang/,50,力荐,2013-06-10,一本虽为庸俗小说，但写出了文艺范~
335,水湄物语,https://www.douban.com/people/foxsshome/,20,较差,2013-06-10,@棠华  完全不好看啊，我不喜欢这种天纵奇才的设定，武功天下无敌，背景深不可测，加上英俊无比，那还要什么穿越啊，放现在我也能混出名堂来啊 ：（ 看到500多页，果断删了
0,云腿王,https://www.douban.com/people/62808853/,20,较差,2013-06-09,弃！
0,rady,https://www.douban.com/people/1373290/,50,力荐,2013-06-09,我希望庆国的人民都能成为不羁之民。 受到他人虐待时有不屈服之心，受到灾恶侵袭时有不受挫折之心； 若有不正之事时，不恐惧修正之心；不向豺虎献媚…… 我希望庆国的国民，每一位都能成为王；都能成为统治被称为“自己”这块领土的，独一无二的王。
0,暖暖暖人心,https://www.douban.com/people/warm../,50,力荐,2013-06-07,不单一的穿越文，官场商场战场情场，适男适女。力荐！
0,刘麦麦,https://www.douban.com/people/5793099/,40,推荐,2013-06-07,是穿越剧中相对骨架构很好，逻辑比较不错的一本
0,白夜颦,https://www.douban.com/people/59236123/,40,推荐,2013-06-06,历史系，看不懂呀
0,maggie_ma,https://www.douban.com/people/10560080/,50,力荐,2017-11-08,闫道之播讲的有声小说非常棒，很喜欢。故事情节也非常棒，虽然最后狙杀皇帝比较拖沓，但不影响整本书的格局。最有印象的情节就是大东山四大宗师之间的战争还有范闲的力挽狂澜，另外就是陈萍萍的死亡。最喜欢的人物就是王启年咯。最不喜欢的就是皇上的死亡，太仓促，太无厘头。
0,季北,https://www.douban.com/people/evitayan/,50,力荐,2013-06-03,满身风雨，我从海上来
0,YamateH,https://www.douban.com/people/47602926/,50,力荐,2014-04-15,刚开始觉得还行，后来觉得不行 太吸引人了，至少结尾真的有一段震到我了
0,小楼一夜听风雨,https://www.douban.com/people/58961909/,50,力荐,2013-05-30,府里说来年，闭目从此闲……
0,二姑娘,https://www.douban.com/people/40925003/,50,力荐,2018-11-19,单方面宣布猫腻是我最爱的玄幻作家。
0,芒,https://www.douban.com/people/mangfei/,50,力荐,2013-05-30,情节明晰  文字丰富~~上佳的网络小说啊
0,JEE,https://www.douban.com/people/i-deep/,50,力荐,2013-05-29,绝对值得一看。
0,一水间,https://www.douban.com/people/3054045/,50,力荐,2013-05-28,优美的笔触 强者的权谋 深婉而淡定
0,不容偷懒的人森,https://www.douban.com/people/49729747/,40,推荐,2013-05-25,还好吧，用了四个月，终于读完了。。。。。。
0,啾啾的小花,https://www.douban.com/people/51986297/,50,力荐,2013-05-20,风格独特 好看！
0,19,https://www.douban.com/people/40205917/,50,力荐,2013-05-19,陪伴我大学四年的睡前读物，精彩至极（虽然有点烂尾），四年来读了无数遍也从来没厌倦过，我想这部书会一直陪伴我下去吧
0,欧奈尔的琴弦,https://www.douban.com/people/3341487/,50,力荐,2013-05-19,满分吐血推荐，好看，没觉得有400w字这么长。。。
0,南舟,https://www.douban.com/people/leegengg/,50,力荐,2013-05-16,读过的最好看的网络小说就是这本和搜神记
0,抵师,https://www.douban.com/people/4074698/,50,力荐,2013-05-15,叹小叶子这么强大的工科女博士也被爱情击败了
0,流云白水,https://www.douban.com/people/liuyunbaishui/,50,力荐,2013-05-14,看了四遍
0,桨声灯影,https://www.douban.com/people/mezura/,50,力荐,2013-05-13,五竹大人
5,光年‖影视歌三栖民工,https://www.douban.com/people/xiaoqinssky/,50,力荐,2013-05-12,绝大多数网络小说等同于废话，而这本不是。作者挖坑技巧一般，填坑技巧一流。故事情节吸引人，适合有闲情人打发时间
0,supers,https://www.douban.com/people/47118380/,30,还行,2013-05-09,死长 看不完了
0,nemopapa,https://www.douban.com/people/nemopapa/,50,力荐,2013-05-08,霸道
0,daguiares,https://www.douban.com/people/1467479/,40,推荐,2013-05-06,文笔不错。范闲犯闲
0,秋之湖,https://www.douban.com/people/39074456/,,,,太长长长长长长长了
0,八月素年。、,https://www.douban.com/people/71185937/,40,推荐,2013-05-04,为什么我觉得都有金庸的范了，男主优秀有心计强大身世好又有情义有人格魅力被n多个女主爱上
0,ELSA,https://www.douban.com/people/4252061/,50,力荐,2013-05-04,好看~原来评过几百字的吧~
0,Aza Chan,https://www.douban.com/people/63044295/,,,,最后的杀器居然是一把大狙。。。我艹
0,马车,https://www.douban.com/people/psycokiller/,40,推荐,2013-05-03,中國文化博大精深，在權術謀略上獨領風騷，孫子兵法，厚黑學，鬼穀子，無一不是權術經典，此書算是現代中國人向古時的人們致敬吧。（作者雖然在詩詞句上借穿越取巧，不過結構情節人物處理上真真是極好的）
0,胖狄,https://www.douban.com/people/dihui1992/,50,力荐,2013-05-14,专门找了《往回随风》来配合结局。陈萍萍大叔应该是我最佩服最喜欢的阴谋家之一了，为了光明的承诺谋划20年，黑了所有人，死得其所。五竹叔，我替小叶子谢谢你了。平等相交，往事随风。
0,eccentric™,https://www.douban.com/people/wxhsolo/,40,推荐,2013-05-02,网络小说现在看都没什么意思了。开头不错，
0,Blues,https://www.douban.com/people/40222398/,50,力荐,2013-05-20,文笔比较high，故事很high
0,小楠姑娘,https://www.douban.com/people/39756656/,30,还行,2013-11-30,太长了。。。到后面都不记得前面的内容了。
0,usagi11,https://www.douban.com/people/1883747/,50,力荐,2013-04-28,"穿越不落俗套，故事气势磅礴，
情节想象之中，意料之外，
角色性格出彩，各有千秋
行文颇有古龙风，推荐。"
0,枫影小声,https://www.douban.com/people/zhenxk/,40,推荐,2013-04-27,架构宏阔，逻辑严谨
0,良缘,https://www.douban.com/people/54884957/,,,,太长了。。。读了大半年~
0,梭也,https://www.douban.com/people/66449152/,,,,yy好书，打发时间不错
0,十里铺,https://www.douban.com/people/71634380/,,,,我觉得挺种马的
0,桃李不言,https://www.douban.com/people/71247974/,50,力荐,2013-04-24,穿越的主人公，没有金手指，没有靠背唐诗吃饭，没有特别的化学物理知识，没有种马，没有无敌。。。。。。隐含了不少做人的道理，好书！
0,Coconut Body,https://www.douban.com/people/shuheng0716/,50,力荐,2013-04-22,好看的一腿儿!!!
0,=O=,https://www.douban.com/people/67472377/,40,推荐,2013-04-22,现在看商业化略重。略逊于猫腻其他书~可人物依旧是最爱的。
0,一枚咕咕咕,https://www.douban.com/people/71450978/,,,,很有深度的一般书.不过深度了所以没看完.好书分享一下.开心
0,过往的少年,https://www.douban.com/people/Believe0rLeave/,30,还行,2013-04-19,不如将夜
0,懒懒想睡觉,https://www.douban.com/people/yeahe83/,40,推荐,2013-04-19,叶轻眉是我最喜欢和心痛的角色，范若若是我最不甘结局的角色。
0,Amare.K,https://www.douban.com/people/70394248/,30,还行,2013-04-16,用来上课最好不过了。
0,莎莉无敌可爱,https://www.douban.com/people/44593943/,40,推荐,2013-04-16,构架很大 挺好看的
0,Bobo,https://www.douban.com/people/bobotim/,50,力荐,2013-04-15,这个也是写得非常好的，男生穿越，非常推荐
0,不睡的黑猫,https://www.douban.com/people/2639909/,,,,不是喜欢的类型，不予评论。
0,俞慢慢,https://www.douban.com/people/4390207/,20,较差,2013-04-14,看了几页看不下去了。。。。。。。。。。。。。
0,离群客,https://www.douban.com/people/muhan8982/,40,推荐,2013-04-14,一本代全，缺点不可胜数，不过意外的挺对胃口。
0,布呱呱,https://www.douban.com/people/zhangruipretty/,30,还行,2013-05-02,消磨时光
0,苏如言,https://www.douban.com/people/zaibuhuilai/,,,,不知道为什么，看到长公主死了之后，就失去了读下去的东西。。
0,孙打折,https://www.douban.com/people/crowsz/,40,推荐,2013-04-09,第一本还行，比较喜欢五竹，好萌的样子=。=
0,无言,https://www.douban.com/people/tadwu/,40,推荐,2013-04-07,第一次读完这么长的网络小说，穿越，宫廷，权斗，修练，都写全了。作者的构架够庞大，作品体量也够大，佩服~~
0,AiKA,https://www.douban.com/people/aika0v0/,50,力荐,2013-04-06,猫腻文笔细腻没的说
0,花和尚,https://www.douban.com/people/44249277/,,,,猫腻写的还不错
0,Dreamer,https://www.douban.com/people/wby951/,40,推荐,2013-03-31,老猫的文章我很喜欢，庆余年里我最喜欢的人物却是那个从未出场的女子叶轻眉~~或许正像老猫所说的人人都爱叶轻眉吧~~~里面的勾心斗角写的很精彩，只是最后的结局我有点不喜欢~~
0,乱了感觉,https://www.douban.com/people/64770444/,40,推荐,2013-03-26,- -这本太长了6M就看了第一本没有看的欲望
0,少安,https://www.douban.com/people/jiapeng1314/,,,,全本好书
0,bilok,https://www.douban.com/people/2104017/,50,力荐,2013-03-26,从此为猫腻倾倒
0,咫尺天涯,https://www.douban.com/people/54625523/,40,推荐,2013-03-25,穿越到的~不是异世~而是未来！
0,叫我萤火虫,https://www.douban.com/people/70519895/,,,,构思不错
0,未命名,https://www.douban.com/people/67272467/,50,力荐,2013-03-24,心目中的第一神书
0,宛陵,https://www.douban.com/people/62202103/,50,力荐,2013-03-21,神作!
0,[已注销],https://www.douban.com/people/herberthebh/,50,力荐,2013-03-20,"恬淡中的执着. 小纠结小清新什么的,"
0,阡陌Jane,https://www.douban.com/people/djaensnhyu/,40,推荐,2013-03-19,如果不是结局很狗血，我就给5分了
0,fayetasy,https://www.douban.com/people/fayetasy/,,,,看了一个小时发现才读到2%！
0,妖精or妖怪？,https://www.douban.com/people/bingsi/,50,力荐,2013-03-18,反复看过好几遍的网络小说〜猫腻绝对的才华惊人！文笔功夫好，心思细腻，故事结构新颖严谨，同时还穿插了很多冷幽默。总之就是，棒！
0,斜阳将逝秋风起,https://www.douban.com/people/49167469/,40,推荐,2013-03-18,"映秀十年事,生者庆余年"
0,MaTTs,https://www.douban.com/people/shaozebin/,40,推荐,2013-03-18,还行吧
0,MANDY,https://www.douban.com/people/MANDYMIDDLE/,40,推荐,2013-03-17,精彩的
0,轻推小窗,https://www.douban.com/people/70266359/,30,还行,2013-03-17,闲来无事读读还是可以的
0,茱莉茱丽,https://www.douban.com/people/38335921/,40,推荐,2013-03-14,这部书真得。。。太长了  大概有两部半明朝那些事儿那么长
0,Cammilla,https://www.douban.com/people/CCAMMILLA/,,,,开挂的人
1,浅葱,https://www.douban.com/people/shizitangxuzi/,40,推荐,2013-03-12,在那些年我看过的网络小说中，除了今何在和一帮最老牌的佣天紫川之外就是他了吧。现在的网文要是能做到今何在一半的认真，不凑字，也是还有希望的。
0,NAGI,https://www.douban.com/people/sssdjay/,20,较差,2013-03-12,187章弃，无趣，我看过的最差的历史类网文。与同类小说比我看不出文笔的优势，更主要的是看不下去。我才不管你要传达什么价值观，给我把故事写好。设定和背景那么大，场面和情节却又很小家子气，人物故弄玄虚但并不丰满。
0,new beside,https://www.douban.com/people/66046376/,30,还行,2013-03-11,接近四星，不够四星，后面蛇尾了
0,MACARON,https://www.douban.com/people/64451564/,50,力荐,2013-03-08,第一本让我觉得“原来网文也能那么好看”的小说。猫腻是个很牛逼的说书人，这是本很好看的小说。这个不足以让我打五分，真正能让我打五分的是，这四百多万字，都能那么好看。
0,十方,https://www.douban.com/people/55936072/,40,推荐,2013-03-07,整本读完过，让我重新审视起网络小说来。
0,.,https://www.douban.com/people/54594956/,,,,没看完，赶脚太扯淡了就木有继续看。
0,颜,https://www.douban.com/people/Seele_Leib/,,,,睡前读物  觉得没将夜好看
0,守大坑,https://www.douban.com/people/38858749/,40,推荐,2013-03-05,一个他爸杀了他妈，他又杀了他爸替她妈报仇的故事
12,三四,https://www.douban.com/people/sansi/,,,,所以我在首卷就猜到了皇帝是他爹怎么办。。。。。。
0,小柯~,https://www.douban.com/people/62633374/,50,力荐,2013-03-04,无话可说，真正的大神，不知道为什么，在里面看到了红楼梦的影子
0,夏日里的CC,https://www.douban.com/people/33267838/,50,力荐,2013-03-04,大学追了一学期化工原理课的书，只记得是本厚黑学YY宝典，男主是江湖庙堂通吃的2.0版韦小宝，别的记不清了，化工原理老头子的音容笑貌倒是总在脑中浮现。
0,Jeff Ma,https://www.douban.com/people/RootJie/,50,力荐,2013-03-02,神作
0,阿玖不骗人！,https://www.douban.com/people/dianboxibinv/,20,较差,2013-03-02,背景很枯燥很难懂
0,N极铱元素,https://www.douban.com/people/63259048/,40,推荐,2013-03-01,居然出了那么多本初中时借的第一本就没下文了穿越少年开了大挂但是蛮有趣的
0,低头一霎那,https://www.douban.com/people/69536268/,50,力荐,2013-02-26,看过最好的网络小说
0,Chinesebigroot,https://www.douban.com/people/chenxueshun/,20,较差,2013-03-12,意淫太甚，读不下去，弃。
0,米虫,https://www.douban.com/people/2811491/,40,推荐,2013-02-24,"喜欢前半部分, 后半部分觉得作者很纠结,一直在斗争到底要写成什么样子. 略罗嗦."
0,caz,https://www.douban.com/people/56094315/,40,推荐,2013-02-24,无意中看到的一部老书，这几年来，除了《搜神记》就数这部书好看了。当然可能作者写得太匆忙，离《搜神记》还有一定差距。总之，能写出300多万字的故事，可敬可佩，感谢作者。
0,FM,https://www.douban.com/people/1573981/,40,推荐,2013-03-25,小说总是比专业书快看完^_____^
0,花开,https://www.douban.com/people/3203557/,50,力荐,2013-02-22,追了好久的书  不错
0,路飞,https://www.douban.com/people/xm_lufei/,30,还行,2014-11-14,相较于一般的网络小说，没有那么多职业、等级、称号和技能的设定，更多的是人物之间关系和情节的推进。刚开始还算不错，但看久了之后还是疲态尽显，不经意间看了书评，竟然是结尾部分的剧透，于是也就不必再看下去了。
1,李淳罡,https://www.douban.com/people/69379266/,50,力荐,2017-01-31,读了猫腻的书，把自己读书的品味养刁了，再也看不惯起点的那些小白文了。
0,[已注销],https://www.douban.com/people/zhangxilin/,,,,=。=我看的是全集……真真好看。
0,clong1113,https://www.douban.com/people/51548934/,40,推荐,2013-02-22,不适应超长篇小说，好慢啊
2,李可笑,https://www.douban.com/people/SaberMelancholy/,,,,看了好几部“穿越”了，我觉得这两个字完全就是噱头，无非第一章稍稍提一下就没影了（受黄易影响？），而且最可怕的是死后托生回古代——跟孟婆串通好了没喝汤？
0,珏玨,https://www.douban.com/people/65795567/,30,还行,2013-02-21,当年看了很久，但是越到后面越头疼。小说版的厚黑学，不算我的菜
0,两生花梦旅人,https://www.douban.com/people/50470602/,40,推荐,2013-02-20,不错~~
0,moses,https://www.douban.com/people/3301159/,50,力荐,2013-02-20,我很喜欢的一本小说，大东山一战之前我硬是没猜到皇帝是大宗师，揭晓时候觉得很合理，前面有很多伏笔。
0,Rainrfly,https://www.douban.com/people/53732994/,40,推荐,2013-02-19,全文一起，太长了看了后面忘了前面，印象最深刻的是四顾剑和陈萍萍，觉得是刻画的最好的人物。小叶子的精神“借鉴”了十二国记实在是不太赞赏。而结局实在是汗。。200905
0,Ocean,https://www.douban.com/people/zjchao/,40,推荐,2013-02-19,情节不错，就是yy的太厉害了，
0,轻度强迫症患者,https://www.douban.com/people/Nevala/,30,还行,2013-02-18,9独一处
0,②至轰动,https://www.douban.com/people/xmap/,40,推荐,2013-02-18,系列都看过，怎么说呢，虎头蛇尾。。。
0,葫芦药lulu,https://www.douban.com/people/55296931/,50,力荐,2013-02-18,这是一部巨长的作品，全书一共七部近四百万字，一部灵魂的穿越剧，故事波澜壮阔。穿越、武侠、宫廷、阴谋、悬疑、言情、官场、商场、战场种种因素融合在一起却不冗杂，虽然语言若有调侃，有点流里流气，不善尽美，但绝对值得一读。
0,摔盘子玩,https://www.douban.com/people/wc178wc2001/,50,力荐,2013-02-18,2013.3  非常好
0,苏子契,https://www.douban.com/people/68976797/,40,推荐,2013-02-18,世间所有的相遇都是久别重逢。
0,你懂的,https://www.douban.com/people/47663297/,40,推荐,2013-02-18,"文笔不错，读起来有种听说书的轻松感觉。
但总觉得写到庆帝在打东山一举战胜两大宗师，回师京城一统大局就已经是不可逾越的巅峰了，后面范闲与庆帝的较量，取胜也不是靠了那把重狙，这有点故意为之，不太令人信服，是个缺憾"
0,XiaoShai,https://www.douban.com/people/XiaoShai/,10,很差,2013-02-18,实在看不下去这类书啊..总觉得为了幽默而幽默，为了煽情而煽情。
0,simoncos,https://www.douban.com/people/simoncos/,40,推荐,2017-05-24,从头到尾读完了，还是很精彩的。大局其实一般，但有几段重头戏写的确实很好，特别是大东山跟皇宫的两回架。作者还是有挺底子的，光从取名就看得出一点，只是还不够老辣，有许多细枝末节其实不太必要写（这玩意儿三百万字...）。大结局显得有些仓促。穿越原因也没有，然后漏洞是几十万年以后星象居然还能被认出是地球，但是又认不出是几十万年后...
0,无巢崔氏,https://www.douban.com/people/69179126/,40,推荐,2013-02-17,这书不错，可惜太长了我没耐性
0,onion9,https://www.douban.com/people/58041934/,40,推荐,2013-02-17,挺精彩的，消遣精品
0,清笳,https://www.douban.com/people/emma2003407/,40,推荐,2013-02-17,好长。。整整一个礼拜看得我快死了。。。主要感想：一、人一旦走上了理想主义的不归路果然注定是要悲剧的；二、男人和女人的脑子果然完全是长得不一样的。嗯以上。我决定以后网络小说就只标注第一本不标全套了。。。
0,饼长,https://www.douban.com/people/janice1124/,40,推荐,2013-03-07,真的蛮好看的。。。。。。
