,age,work_days,job,invest_income,invest_loss,province,education,home_role,marital_status,education_time,nation,work_type,gender
21018,31,40,6,0,0,32,10,4,5,9,4,8,0
21019,17,30,6,0,0,32,11,3,5,8,4,8,0
21020,42,40,1,0,0,32,9,5,4,10,4,4,0
21021,27,40,11,0,0,32,0,3,5,13,4,8,0
21022,48,60,3,0,0,32,10,2,3,9,4,5,1
21023,59,40,5,5013,0,32,0,2,3,13,4,8,1
21024,49,60,5,0,0,19,10,2,3,9,4,7,1
21025,24,40,3,0,0,32,10,2,3,9,4,8,1
21026,22,15,5,0,0,32,0,3,5,13,4,0,0
21027,66,25,6,0,0,32,10,4,1,9,4,0,0
21028,52,40,8,0,0,32,10,5,2,9,2,7,1
21029,48,40,11,0,0,41,0,2,3,13,3,8,1
21030,32,35,10,0,0,32,1,5,2,11,4,8,0
21031,60,50,3,0,1485,32,10,2,3,9,4,7,1
21032,39,40,6,0,0,32,10,4,2,9,4,8,0
21033,19,60,9,0,0,32,10,3,5,9,4,8,1
21034,30,40,0,0,0,32,9,2,3,10,4,8,1
21035,51,40,9,0,1902,32,10,2,3,9,2,8,1
21036,24,40,10,0,0,32,1,3,5,11,4,8,0
21037,46,38,5,0,0,32,5,2,3,14,2,0,1
21038,65,65,11,99999,0,32,0,2,3,13,4,5,1
21039,44,40,6,0,0,20,2,2,3,3,4,8,1
21040,40,40,10,0,0,32,10,4,2,9,4,8,0
21041,19,25,8,0,0,32,9,3,5,10,4,8,0
21042,36,70,2,0,0,32,10,2,3,9,4,7,1
21043,28,37,6,0,0,32,9,4,5,10,4,8,1
21044,29,43,5,0,0,32,1,2,3,11,4,8,1
21045,27,40,3,0,0,38,4,0,5,5,4,8,1
21046,40,55,3,0,0,32,13,0,5,6,2,8,1
21047,35,60,8,0,0,32,9,2,3,10,4,8,1
21048,31,40,3,0,0,32,10,2,3,9,4,8,1
21049,32,40,5,0,0,32,9,1,3,10,4,8,0
21050,30,40,3,0,0,32,9,2,3,10,4,0,1
21051,80,30,2,0,0,32,10,2,3,9,4,7,1
21052,30,55,13,0,0,32,10,4,2,9,4,8,1
21053,22,30,5,0,0,32,9,5,5,10,4,8,0
21054,22,40,8,0,0,32,10,4,5,9,4,8,1
21055,19,35,8,0,0,32,10,3,5,9,4,8,0
21056,21,24,2,0,0,32,10,3,5,9,4,8,1
21057,25,40,9,0,0,32,9,4,5,10,4,8,1
21058,59,40,5,0,0,32,5,4,2,14,4,0,1
21059,34,40,3,0,0,32,10,3,5,9,4,8,1
21060,35,40,11,0,0,32,9,2,3,10,4,7,1
21061,41,60,11,0,0,32,10,2,3,9,4,8,1
21062,34,85,11,0,0,12,0,4,2,13,4,8,1
21063,45,40,5,0,1408,32,8,4,4,16,4,7,1
21064,37,40,3,0,0,32,10,5,5,9,4,8,1
21065,54,35,6,0,0,38,3,2,3,2,4,8,1
21066,29,40,8,0,0,32,9,5,5,10,4,8,0
21067,34,40,3,0,0,38,3,2,3,2,4,8,1
21068,47,40,9,0,0,38,2,0,0,3,4,8,1
21069,35,40,3,5013,0,32,9,2,3,10,4,8,1
21070,37,40,3,0,0,32,10,2,3,9,4,8,1
21071,49,50,3,0,0,32,10,5,2,9,4,8,1
21072,64,30,12,0,0,32,10,4,1,9,4,2,0
21073,29,40,7,0,0,32,1,3,5,11,4,8,0
21074,42,40,10,0,0,32,10,5,2,9,4,8,1
21075,18,20,8,0,0,32,10,3,5,9,1,8,0
21076,32,45,9,0,0,32,9,5,2,10,4,8,1
21077,37,20,6,0,0,32,10,5,0,9,4,4,0
21078,45,40,9,0,0,34,11,2,3,8,3,8,1
21079,44,40,11,0,0,32,5,5,2,14,4,7,0
21080,21,40,3,0,0,32,9,3,2,10,4,8,1
21081,29,45,5,0,0,32,0,4,5,13,4,8,0
21082,52,40,3,3325,0,32,10,4,2,9,4,8,1
21083,55,40,5,0,0,29,0,2,3,13,3,8,1
21084,34,40,11,0,0,32,10,1,3,9,2,8,0
21085,21,20,12,0,0,32,9,3,5,10,4,2,1
21086,51,40,13,0,0,32,10,2,3,9,1,0,1
21087,35,32,6,0,0,32,0,1,3,13,4,8,0
21088,48,55,13,0,1672,32,7,2,3,4,4,8,1
21089,52,50,11,0,0,32,5,2,3,14,4,0,1
21090,52,40,11,13550,0,32,6,5,1,12,4,6,1
21091,23,40,1,4101,0,32,9,4,5,10,4,8,0
21092,52,40,3,0,0,32,0,2,3,13,3,8,1
21093,43,40,5,0,0,32,9,5,2,10,2,8,0
21094,23,65,3,0,0,32,10,4,5,9,4,8,1
21095,24,40,1,3674,0,32,0,4,5,13,4,8,0
21096,27,50,3,0,2258,32,10,4,5,9,4,7,1
21097,30,40,5,0,0,32,5,2,3,14,4,0,1
21098,38,70,8,0,0,32,0,4,2,13,4,8,0
21099,30,45,9,0,0,32,10,2,3,9,4,8,1
21100,27,45,11,0,0,32,0,2,3,13,4,8,1
21101,36,50,1,0,0,32,10,2,3,9,4,8,1
21102,39,40,8,0,0,32,10,5,5,9,2,8,0
21103,42,40,3,0,0,32,10,0,2,9,4,8,0
21104,33,40,11,0,0,32,9,4,5,10,2,8,0
21105,32,40,6,0,0,32,10,4,2,9,4,8,0
21106,18,20,3,594,0,32,11,3,5,8,4,8,1
21107,41,61,5,0,0,32,5,2,3,14,4,0,1
21108,26,40,3,0,0,32,10,3,5,9,4,8,1
21109,44,60,11,15024,0,32,0,2,3,13,4,8,1
21110,24,40,5,0,0,32,0,4,5,13,3,6,1
21111,38,40,11,0,0,32,10,2,3,9,4,5,1
21112,23,32,6,0,0,32,9,3,5,10,4,8,1
21113,33,56,3,7298,0,32,9,2,3,10,4,7,1
21114,25,40,5,0,0,32,9,4,5,10,4,8,0
21115,41,40,7,0,0,31,4,5,5,5,4,8,0
21116,24,50,6,0,0,32,10,5,4,9,4,7,0
21117,29,40,3,0,0,32,10,2,3,9,4,8,1
21118,43,55,8,0,0,32,0,2,3,13,4,8,1
21119,57,40,13,0,0,32,11,2,3,8,4,8,1
21120,60,50,5,0,0,32,5,4,2,14,4,8,0
21121,20,10,5,0,0,32,9,3,5,10,4,7,1
21122,36,40,3,0,0,32,10,2,3,9,4,8,1
21123,39,70,13,15024,0,32,11,2,3,8,4,8,1
21124,18,30,12,0,0,32,10,3,5,9,4,2,1
21125,35,40,6,0,0,32,10,2,3,9,4,0,1
21126,68,40,11,0,0,32,0,2,3,13,4,8,1
21127,45,72,14,15024,0,32,6,2,3,12,4,6,1
21128,45,65,2,0,0,32,10,5,1,9,4,8,1
21129,67,40,12,0,0,32,5,4,1,14,4,2,0
21130,26,40,5,0,0,32,0,3,5,13,4,8,1
21131,32,40,3,0,0,32,9,4,5,10,4,8,0
21132,33,25,8,0,0,32,9,2,3,10,4,7,1
21133,24,20,10,0,0,32,0,3,0,13,2,8,0
21134,29,40,1,0,0,32,6,2,3,12,4,8,1
21135,22,50,12,0,0,32,9,3,5,10,4,2,1
21136,62,16,8,0,0,32,10,1,3,9,4,8,0
21137,26,42,3,0,0,32,10,2,3,9,4,8,1
21138,27,35,13,3908,0,32,10,2,3,9,4,8,1
21139,25,40,8,0,0,32,0,3,5,13,4,8,0
21140,36,40,7,0,0,32,0,5,2,13,4,8,0
21141,39,45,5,0,0,32,5,4,2,14,4,8,0
21142,26,40,10,0,0,32,9,5,0,10,4,8,0
21143,44,40,8,0,0,32,9,2,3,10,4,8,1
21144,56,38,13,0,0,32,10,2,3,9,4,4,1
21145,71,40,5,0,0,32,10,4,1,9,4,8,0
21146,44,60,5,0,1887,32,5,2,3,14,4,8,1
21147,35,55,11,0,0,32,5,4,5,14,4,8,0
21148,38,40,3,0,0,32,9,4,2,10,4,7,1
21149,62,33,8,0,1617,32,9,5,4,10,4,8,0
21150,29,35,6,0,1902,32,10,1,3,9,4,8,0
21151,44,30,6,0,0,32,10,4,5,9,4,8,1
21152,22,40,3,0,0,32,15,3,5,7,4,8,1
21153,26,40,10,0,0,32,10,3,5,9,2,8,0
21154,29,25,11,0,0,32,6,3,5,12,1,8,1
21155,31,40,3,0,0,32,9,2,3,10,4,7,1
21156,68,10,3,0,0,32,9,2,3,10,4,7,1
21157,50,40,10,0,0,14,12,2,3,15,3,0,1
21158,25,40,11,3325,0,32,0,4,5,13,4,8,0
21159,51,30,10,0,1628,32,6,1,3,12,4,0,0
21160,34,40,11,0,0,32,10,4,2,9,4,8,0
21161,20,40,5,0,0,32,9,3,5,10,4,8,1
21162,90,15,12,0,0,32,7,4,4,4,4,2,0
21163,26,40,1,0,0,32,10,5,5,9,1,8,0
21164,30,50,8,0,0,32,9,4,5,10,4,8,1
21165,40,40,0,0,0,27,10,3,5,9,4,8,1
21166,39,60,8,0,0,32,0,2,3,13,4,7,1
21167,21,20,5,0,0,32,9,3,5,10,4,4,0
21168,35,40,13,0,0,32,10,4,2,9,4,8,1
21169,27,40,9,0,0,32,13,0,2,6,4,8,0
21170,85,3,11,0,0,26,0,2,3,13,4,8,1
21171,23,40,0,0,0,32,10,3,5,9,4,8,1
21172,51,70,11,0,0,32,10,2,3,9,4,5,1
21173,33,40,9,0,0,32,10,4,5,9,4,8,1
21174,35,65,13,0,0,32,10,2,3,9,4,8,1
21175,30,38,6,0,0,32,10,5,2,9,4,8,0
21176,47,40,5,0,0,32,9,2,3,10,4,8,1
21177,33,42,10,0,1579,32,0,2,3,13,4,8,1
21178,55,20,1,0,0,32,10,2,3,9,4,8,1
21179,26,55,5,0,0,32,10,5,5,9,2,8,0
21180,40,30,8,0,0,32,10,5,2,9,4,8,0
21181,31,40,5,0,0,32,0,5,5,13,4,8,1
21182,52,45,3,0,0,32,5,2,3,14,4,8,1
21183,29,40,1,0,0,32,0,4,2,13,4,8,0
21184,60,27,8,0,0,32,9,5,1,10,4,8,0
21185,57,40,11,0,1977,32,5,2,3,14,2,8,1
21186,23,30,12,0,0,32,9,3,5,10,4,2,0
21187,38,40,9,0,0,38,2,2,3,3,4,8,1
21188,39,40,10,0,0,32,9,3,5,10,3,8,0
21189,47,37,11,0,0,32,5,2,3,14,4,0,1
21190,30,55,8,0,2444,32,0,4,2,13,4,7,1
21191,41,40,3,0,0,32,13,2,3,6,4,8,1
21192,26,40,5,0,0,32,9,2,3,10,4,8,1
21193,53,40,3,0,0,19,1,4,2,11,4,8,1
21194,19,16,6,0,0,32,10,1,3,9,2,8,0
21195,49,40,14,0,0,32,10,4,2,9,4,8,1
21196,45,40,13,3325,0,32,10,4,5,9,2,6,1
21197,41,45,8,0,1848,32,10,2,3,9,4,8,1
21198,69,20,0,0,0,32,0,2,3,13,4,8,1
21199,25,40,13,0,0,32,15,2,3,7,4,8,1
21200,57,60,2,0,0,32,10,4,4,9,4,5,1
21201,32,50,11,0,0,32,0,4,5,13,4,8,0
21202,53,40,1,0,0,32,9,2,3,10,4,8,1
21203,35,50,2,0,0,32,10,2,3,9,4,7,1
21204,18,20,12,0,0,32,9,4,5,10,4,2,0
21205,24,40,12,0,0,32,9,4,5,10,4,2,0
21206,26,40,5,2174,0,32,5,4,5,14,4,0,0
21207,49,43,6,0,0,32,9,5,2,10,4,8,0
21208,20,40,10,0,0,32,9,3,5,10,4,8,0
21209,37,40,3,0,0,32,10,2,3,9,4,8,1
21210,50,55,5,99999,0,32,12,2,3,15,4,5,1
21211,42,20,12,0,0,13,1,1,3,11,4,2,0
21212,33,50,8,0,0,32,10,4,2,9,4,8,0
21213,35,32,3,0,0,32,10,2,3,9,4,8,1
21214,47,80,8,0,0,32,9,2,3,10,4,5,1
21215,64,35,1,0,0,32,9,4,1,10,4,8,0
21216,77,40,3,0,0,32,9,4,5,10,4,7,1
21217,29,40,9,0,0,32,4,2,3,5,4,8,1
21218,40,12,6,0,0,32,10,1,3,9,4,8,0
21219,38,40,1,0,0,32,1,3,5,11,4,8,0
21220,50,45,8,0,0,32,10,5,2,9,4,8,0
21221,57,40,11,0,1977,22,0,2,3,13,4,8,1
21222,49,40,1,0,0,41,0,5,5,13,3,8,0
21223,30,45,1,0,0,32,9,1,3,10,2,8,0
21224,31,40,3,0,0,32,10,0,5,9,4,8,1
21225,72,4,12,3818,0,32,10,2,3,9,4,2,1
21226,61,70,5,0,0,32,5,4,2,14,4,0,0
21227,45,55,3,0,0,32,9,2,3,10,4,8,1
21228,36,40,3,0,1887,32,9,2,3,10,4,8,1
21229,50,40,10,0,880,32,9,5,2,10,4,6,0
21230,36,40,3,0,0,32,15,2,3,7,4,8,1
21231,90,40,3,11678,0,32,10,3,5,9,4,0,1
21232,42,40,8,0,0,32,10,2,3,9,4,8,1
21233,49,40,3,0,0,32,9,2,3,10,3,8,1
21234,60,40,13,0,0,32,2,2,3,3,4,8,1
21235,38,40,3,0,0,32,1,5,2,11,4,8,1
21236,40,50,8,0,0,32,0,2,3,13,4,8,1
21237,57,60,11,0,0,32,13,3,2,6,4,7,1
21238,31,30,8,0,0,32,9,3,2,10,4,8,0
21239,45,40,11,0,0,32,9,4,2,10,4,8,0
21240,29,40,10,0,0,32,9,4,5,10,4,0,0
21241,22,40,8,0,0,32,10,3,5,9,4,8,0
21242,41,40,3,0,0,32,11,2,3,8,4,8,1
21243,41,40,3,0,0,32,10,2,3,9,4,8,1
21244,39,40,10,0,0,32,10,5,5,9,2,8,0
21245,45,40,12,0,0,32,5,2,3,14,4,2,1
21246,19,20,5,14084,0,32,9,3,5,10,4,8,0
21247,25,40,11,0,0,32,10,0,5,9,4,8,1
21248,40,40,3,0,0,32,10,2,3,9,4,8,1
21249,22,40,3,0,0,32,15,5,5,7,4,8,1
21250,22,40,10,0,0,32,9,3,5,10,4,8,0
21251,32,40,8,0,1380,32,1,5,2,11,4,8,0
21252,34,35,6,0,0,32,0,4,5,13,4,8,0
21253,37,40,11,0,0,32,0,2,3,13,4,8,1
21254,41,40,1,3137,0,32,9,2,3,10,2,8,1
21255,22,35,6,0,0,32,10,4,5,9,2,8,0
21256,23,50,8,0,0,21,0,4,5,13,3,8,1
21257,23,24,10,0,0,8,9,4,5,10,4,8,0
21258,34,20,6,0,0,32,10,3,5,9,4,4,0
21259,53,40,10,0,0,32,11,1,3,8,4,8,0
21260,19,30,9,0,0,32,9,3,5,10,4,8,0
21261,41,80,8,0,0,32,9,4,4,10,4,8,1
21262,37,6,12,0,0,38,12,2,3,15,4,2,1
21263,48,40,3,0,0,30,10,2,3,9,4,8,1
21264,56,50,6,0,1887,6,10,2,3,9,4,7,1
21265,34,40,8,0,0,32,10,2,3,9,4,8,0
21266,37,49,3,0,0,32,10,4,2,9,4,8,1
21267,21,45,9,0,0,32,10,4,5,9,4,8,1
21268,19,20,10,0,0,32,9,3,5,10,4,8,1
21269,23,40,14,0,0,38,9,3,5,10,4,8,1
21270,51,75,2,0,0,32,9,2,3,10,4,7,1
21271,44,40,10,0,0,32,10,2,3,9,4,8,1
21272,39,60,3,7688,0,22,6,2,3,12,4,8,1
21273,38,40,6,0,0,32,9,3,5,10,4,8,1
21274,37,40,14,0,0,32,10,5,2,9,4,8,0
21275,43,50,11,0,1977,32,0,2,3,13,4,7,1
21276,54,45,11,0,0,32,0,2,3,13,4,7,1
21277,23,30,11,0,0,32,0,4,5,13,4,8,1
21278,81,6,6,0,0,32,2,4,1,3,3,8,0
21279,21,40,6,0,0,38,10,3,5,9,4,8,1
21280,46,20,6,0,0,32,5,2,3,14,4,8,1
21281,68,33,10,0,0,32,10,4,1,9,4,0,0
21282,69,45,5,0,0,32,15,2,3,7,2,8,1
21283,47,50,3,0,0,32,0,2,3,13,4,8,1
21284,35,40,10,0,0,32,10,5,2,9,4,8,0
21285,39,40,3,0,0,32,9,2,3,10,4,8,1
21286,19,40,0,0,0,32,10,3,5,9,4,8,1
21287,66,20,12,6767,0,32,0,2,3,13,4,2,1
21288,54,40,5,0,0,6,0,5,2,13,4,8,1
21289,66,40,5,10605,0,32,0,2,3,13,4,8,1
21290,43,40,5,3103,0,32,0,1,3,13,2,4,0
21291,42,40,10,0,0,32,10,1,3,9,4,8,0
21292,38,30,12,0,0,32,10,4,2,9,4,2,1
21293,23,40,9,0,0,32,0,3,5,13,4,8,1
21294,61,40,6,0,0,32,15,2,3,7,4,8,1
21295,24,30,8,5060,0,32,9,3,5,10,4,8,0
21296,59,14,10,0,0,19,9,1,3,10,4,8,0
21297,21,30,8,0,0,32,9,3,5,10,4,8,0
21298,40,40,5,0,0,32,0,2,3,13,4,8,1
21299,26,40,11,0,0,32,9,2,3,10,3,8,1
21300,19,30,6,0,0,32,9,4,5,10,4,8,0
21301,55,20,9,0,0,32,1,2,3,11,4,8,1
21302,40,40,3,5178,0,32,9,2,3,10,4,8,1
21303,25,44,8,0,0,36,0,5,5,13,3,8,1
21304,26,40,9,0,0,32,10,1,3,9,2,8,0
21305,66,25,5,0,0,32,12,2,3,15,4,7,1
21306,25,40,1,0,0,32,9,3,5,10,4,8,1
21307,46,40,13,0,0,32,10,2,3,9,4,8,1
21308,26,40,13,0,0,32,10,2,3,9,4,8,1
21309,35,40,3,0,1485,32,10,2,3,9,4,5,1
21310,29,18,6,0,0,32,9,4,5,10,4,8,0
21311,18,40,12,0,0,32,10,4,5,9,4,2,0
21312,29,40,8,0,0,32,0,2,3,13,4,8,1
21313,31,40,6,0,0,32,10,3,4,9,2,0,1
21314,39,40,13,0,0,32,13,2,3,6,4,8,1
21315,25,45,3,0,0,32,7,3,2,4,4,8,1
21316,33,60,9,7298,0,32,6,2,3,12,4,8,1
21317,33,30,12,0,0,32,9,5,2,10,1,2,1
21318,24,40,0,0,0,32,15,2,3,7,0,8,1
21319,52,19,6,0,0,32,10,5,1,9,4,8,1
21320,42,50,3,0,0,32,0,2,3,13,4,7,1
21321,18,30,6,0,0,32,10,3,5,9,4,8,0
21322,58,40,9,0,0,32,2,4,2,3,2,8,1
21323,73,20,8,0,0,32,10,2,3,9,4,5,1
21324,20,30,6,0,0,32,9,4,5,10,4,8,0
21325,25,40,6,0,0,32,10,4,5,9,4,8,1
21326,23,40,5,0,0,32,0,4,5,13,4,0,1
21327,44,40,11,0,0,32,0,2,3,13,4,4,1
21328,41,60,6,0,0,40,10,4,5,9,2,7,1
21329,17,15,12,0,0,32,13,3,5,6,4,2,0
21330,50,50,5,0,0,32,5,2,3,14,4,8,1
21331,31,40,10,0,0,32,0,1,3,13,4,8,0
21332,32,60,8,5178,0,32,1,2,3,11,4,8,1
21333,56,10,12,0,0,32,10,4,2,9,4,2,1
21334,67,24,3,0,0,32,7,2,3,4,4,8,1
21335,44,38,5,0,0,32,0,4,5,13,3,4,0
21336,54,52,11,0,0,32,5,2,3,14,4,8,1
21337,45,30,10,0,0,32,10,5,0,9,4,8,0
21338,32,40,10,0,0,32,9,4,5,10,4,8,0
21339,58,40,8,0,0,32,0,2,3,13,4,8,1
21340,34,40,3,0,0,32,11,2,3,8,4,8,1
21341,45,48,11,15024,0,32,0,2,3,13,4,5,1
21342,24,30,12,0,0,32,10,4,5,9,4,2,0
21343,36,40,5,0,0,22,0,4,2,13,4,8,1
21344,33,48,12,0,0,32,10,5,2,9,4,2,1
21345,45,40,3,0,0,32,10,2,3,9,4,7,1
21346,52,40,8,0,0,32,10,2,3,9,4,8,1
21347,35,30,8,0,0,32,10,4,2,9,4,8,0
21348,72,30,8,0,0,32,0,4,2,13,4,8,1
21349,31,55,13,0,0,32,10,4,2,9,4,8,1
21350,60,40,10,0,0,32,10,2,3,9,4,8,1
21351,59,35,12,0,0,32,5,2,3,14,4,2,1
21352,22,7,11,0,0,32,0,3,5,13,4,8,0
21353,33,40,8,0,0,32,9,2,3,10,4,8,1
21354,39,40,10,0,0,32,10,1,3,9,4,8,0
21355,52,28,10,0,0,32,10,5,1,9,4,0,0
21356,47,50,13,0,0,32,9,5,4,10,4,8,1
21357,25,80,8,0,0,32,0,4,5,13,4,5,1
21358,58,40,0,0,0,32,7,2,3,4,4,8,1
21359,56,40,8,0,0,32,5,2,3,14,4,7,1
21360,48,40,5,0,0,32,5,1,3,14,4,0,0
21361,50,40,13,0,0,32,7,2,3,4,4,0,1
21362,33,50,3,0,0,32,1,2,3,11,4,8,1
21363,31,40,10,0,0,22,9,4,5,10,4,8,1
21364,23,40,6,0,0,32,15,5,4,7,4,8,0
21365,49,16,6,0,0,40,4,4,0,5,2,8,0
21366,41,55,11,0,0,32,5,2,3,14,4,0,1
21367,47,40,5,0,0,17,0,2,3,13,3,7,1
21368,40,40,0,0,0,32,9,4,4,10,4,8,1
21369,29,40,1,0,0,32,0,4,5,13,4,8,1
21370,29,56,14,0,0,32,1,5,2,11,4,0,1
21371,49,60,10,0,0,32,9,4,2,10,4,8,0
21372,21,16,6,0,0,32,9,4,5,10,4,4,0
21373,37,50,9,0,1726,32,10,5,2,9,4,8,1
21374,47,35,10,0,0,20,11,2,3,8,4,0,1
21375,37,10,6,0,0,32,10,5,0,9,4,0,0
21376,47,60,8,0,0,32,0,2,3,13,4,8,1
21377,40,40,3,0,0,32,9,5,2,10,4,8,1
21378,81,10,13,0,0,32,7,2,3,4,4,8,1
21379,33,45,13,0,0,32,10,4,2,9,4,8,1
21380,30,25,9,0,0,32,0,4,5,13,4,8,1
21381,58,45,5,0,0,32,1,5,1,11,4,8,0
21382,26,24,10,0,0,32,9,3,2,10,4,6,1
21383,48,20,6,0,0,32,10,5,2,9,4,8,0
21384,40,35,6,0,0,32,10,4,2,9,4,8,0
21385,35,40,10,0,0,32,0,2,3,13,4,8,1
21386,18,20,8,0,0,32,10,3,5,9,4,8,0
21387,26,40,3,0,0,32,9,3,5,10,4,8,1
21388,43,40,10,0,0,32,10,4,2,9,4,8,0
21389,50,45,11,0,0,32,5,2,3,14,2,0,1
21390,44,80,13,0,0,32,7,2,3,4,4,8,1
21391,55,55,5,0,0,32,12,4,1,15,4,7,1
21392,37,50,11,0,0,32,9,2,3,10,4,5,1
21393,37,60,9,0,0,32,10,2,3,9,4,8,1
21394,52,40,5,0,0,32,0,2,3,13,4,4,1
21395,39,40,3,0,0,26,10,4,5,9,4,8,1
21396,27,40,6,0,0,32,10,4,5,9,4,8,0
21397,49,40,10,2597,0,32,6,4,4,12,4,8,0
21398,22,18,6,0,0,32,10,3,5,9,4,8,1
21399,40,55,8,0,0,32,0,4,5,13,0,8,0
21400,38,60,13,0,0,32,10,4,2,9,4,8,1
21401,28,18,10,0,0,32,8,3,5,16,4,8,1
21402,19,40,6,0,0,32,15,5,5,7,2,8,0
21403,47,38,1,0,0,32,13,5,2,6,2,8,0
21404,21,35,6,0,0,32,9,3,5,10,4,8,1
21405,68,60,5,0,0,32,12,5,1,15,4,8,1
21406,30,55,5,0,0,32,10,2,3,9,4,8,1
21407,30,45,3,0,0,32,15,2,3,7,4,8,1
21408,37,30,7,0,0,24,4,4,5,5,4,8,0
21409,25,75,11,0,0,32,10,2,3,9,4,8,1
21410,45,46,5,0,0,32,0,4,5,13,4,8,1
21411,17,40,6,0,0,32,4,3,5,5,2,8,0
21412,31,40,5,0,0,34,0,0,5,13,4,0,1
21413,21,25,6,0,0,22,9,3,5,10,4,8,0
21414,56,45,11,14084,0,32,0,4,5,13,4,8,1
21415,55,58,8,0,0,32,4,2,3,5,4,7,1
21416,48,45,5,0,0,32,5,2,3,14,4,8,1
21417,53,40,2,0,0,32,9,4,2,10,4,6,1
21418,36,33,13,0,0,32,10,2,3,9,4,8,1
21419,32,60,1,0,0,32,1,5,5,11,4,8,0
21420,57,45,5,0,1977,32,5,2,3,14,4,8,1
21421,22,35,10,0,0,32,9,4,5,10,4,8,0
21422,19,50,9,0,0,32,9,0,5,10,4,8,1
21423,22,60,9,0,0,32,11,2,3,8,4,8,1
21424,64,40,10,0,0,32,10,2,3,9,4,0,1
21425,38,40,5,0,0,32,9,1,3,10,4,8,0
21426,24,30,0,0,0,32,9,5,5,10,4,8,1
21427,54,50,13,3908,0,32,9,2,3,10,4,8,1
21428,41,40,5,0,0,32,5,2,3,14,4,7,1
21429,30,40,5,0,0,32,0,2,3,13,4,8,1
21430,47,65,9,8614,0,32,9,4,4,10,4,8,1
21431,25,75,11,0,0,32,9,3,5,10,4,8,1
21432,25,40,0,0,0,32,9,4,5,10,1,8,1
21433,26,48,8,0,0,32,0,4,5,13,4,8,1
21434,54,42,13,0,0,32,15,2,3,7,4,8,1
21435,49,50,11,0,0,32,0,2,3,13,4,5,1
21436,60,50,13,0,0,32,7,2,3,4,4,8,1
21437,20,36,12,0,0,32,9,3,5,10,4,2,1
21438,74,14,2,0,0,32,10,4,1,9,4,7,0
21439,32,40,11,0,0,32,9,2,3,10,4,8,1
21440,30,40,10,0,0,38,0,1,3,13,4,8,0
21441,20,32,8,0,0,32,4,3,5,5,4,8,0
21442,27,50,11,0,0,32,1,3,5,11,4,8,1
21443,18,27,2,0,0,32,13,3,5,6,4,8,1
21444,50,60,5,0,0,32,0,4,2,13,4,6,1
21445,46,40,13,0,1887,32,9,2,3,10,4,8,1
21446,23,48,8,0,0,17,10,3,5,9,3,8,1
21447,53,40,10,0,0,32,0,5,2,13,4,8,0
21448,28,40,10,0,0,32,9,4,5,10,4,8,0
21449,31,60,11,0,0,32,10,3,5,9,4,8,1
21450,23,24,10,0,0,32,9,3,5,10,4,8,1
21451,32,40,9,0,0,32,10,2,3,9,4,8,1
21452,36,40,9,0,0,14,10,2,3,9,3,8,1
21453,32,40,11,0,0,32,0,1,3,13,4,4,0
21454,48,40,10,0,0,36,0,5,4,13,3,8,0
21455,42,18,12,0,0,32,9,4,2,10,4,2,0
21456,43,40,5,0,0,32,5,2,3,14,4,8,1
21457,21,40,6,0,0,32,9,3,5,10,4,8,1
21458,23,40,11,0,0,26,6,3,5,12,4,6,0
21459,20,40,12,0,0,32,11,3,5,8,2,2,1
21460,49,40,0,0,0,32,15,5,2,7,4,0,1
21461,20,35,10,0,0,32,9,3,5,10,4,8,0
21462,34,75,13,0,0,38,10,2,3,9,4,7,1
21463,33,40,5,0,0,32,8,2,3,16,4,8,1
21464,35,40,1,1151,0,32,10,4,5,9,4,8,0
21465,32,38,0,0,0,32,10,2,3,9,4,8,1
21466,45,35,11,0,0,32,1,2,3,11,4,7,1
21467,39,38,5,5178,0,32,5,1,3,14,4,4,0
21468,56,40,10,0,0,32,0,1,3,13,4,8,0
21469,70,6,10,0,0,32,9,4,5,10,4,8,0
21470,47,55,11,0,1977,32,0,2,3,13,4,6,1
21471,25,28,9,0,0,32,10,4,5,9,2,8,1
21472,43,40,7,0,0,38,2,5,2,3,4,8,0
21473,21,20,12,0,0,32,9,3,5,10,4,2,1
21474,21,13,3,0,0,34,10,3,5,9,4,8,1
21475,42,45,8,0,0,32,5,2,3,14,4,8,1
21476,59,40,6,0,0,32,9,4,2,10,4,8,0
21477,22,15,8,0,0,32,13,3,5,6,4,8,1
21478,32,60,2,0,0,32,10,2,3,9,4,7,1
21479,43,40,11,8614,0,32,0,5,4,13,4,8,1
21480,51,45,8,5178,0,32,6,2,3,12,4,8,1
21481,37,40,6,0,0,36,10,3,5,9,3,8,0
21482,64,25,11,0,0,32,8,2,3,16,4,7,1
21483,25,40,10,0,0,32,9,3,5,10,4,8,0
21484,39,40,3,0,1848,32,10,2,3,9,4,8,1
21485,34,37,12,0,0,21,10,4,0,9,3,2,0
21486,27,30,2,0,0,32,10,3,5,9,2,8,1
21487,31,60,8,0,0,32,9,4,5,10,4,8,0
21488,34,40,14,0,0,32,9,3,5,10,4,0,1
21489,53,40,10,0,0,32,10,1,3,9,4,0,0
21490,35,40,13,0,0,32,9,4,5,10,4,8,1
21491,72,30,8,0,0,32,10,2,3,9,4,7,1
21492,25,40,8,0,0,32,10,3,5,9,2,8,1
21493,19,40,5,0,0,32,10,4,5,9,4,8,0
21494,19,20,6,34095,0,32,10,3,5,9,4,8,0
21495,24,35,10,0,0,32,6,3,5,12,4,8,0
21496,36,40,8,0,0,32,9,2,3,10,4,8,1
