年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
21,30,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
40,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
26,40,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族B,个体,男,0
19,30,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
55,20,机械操作,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
40,40,手工艺维修,5178,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
25,44,销售,0,0,省份17,大学生,未婚,未婚,13,民族B,个体,男,0
26,40,机械操作,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,个体,女,0
66,25,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,非有限责任公司,男,1
25,40,技术支持,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
46,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
26,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
35,40,手工艺维修,0,1485,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0
29,18,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
18,40,未知,0,0,省份8,高中生,离家,未婚,9,民族D,未知,女,0
29,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
31,40,其他职业,0,0,省份8,高中生,孩子,分居,9,民族A,地方政府,男,0
39,40,运输,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
25,45,手工艺维修,0,0,省份8,初中一、二年级,孩子,离婚,4,民族D,个体,男,0
33,60,机械操作,7298,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
33,30,未知,0,0,省份8,大学未毕业,未婚,离婚,10,民族C,未知,男,0
24,40,劳工保洁,0,0,省份8,高二,丈夫,已婚平民配偶,7,其他,个体,男,0
52,19,其他职业,0,0,省份8,高中生,未婚,丧偶,9,民族D,个体,男,0
42,50,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,1
18,30,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
58,40,机械操作,0,0,省份8,小学5、6年级,离家,离婚,3,民族A,个体,男,0
73,20,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0
20,30,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
25,40,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
23,40,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,地方政府,男,0
44,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,中央部委,男,1
41,60,其他职业,0,0,省份25,高中生,离家,未婚,9,民族A,非有限责任公司,男,0
17,15,未知,0,0,省份8,高一,孩子,未婚,6,民族D,未知,女,0
50,50,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
31,40,管理文书,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0
32,60,销售,5178,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,1
56,10,未知,0,0,省份8,高中生,离家,离婚,9,民族D,未知,男,0
67,24,手工艺维修,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
44,38,专业技术,0,0,省份8,大学生,离家,未婚,13,民族B,中央部委,女,0
54,52,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
45,30,管理文书,0,0,省份8,高中生,未婚,已婚配偶异地,9,民族D,个体,女,0
32,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
58,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
34,40,手工艺维修,0,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,0
45,48,执行主管,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,1
24,30,未知,0,0,省份8,高中生,离家,未婚,9,民族D,未知,女,0
36,40,专业技术,0,0,省份12,大学生,离家,离婚,13,民族D,个体,男,0
33,48,未知,0,0,省份8,高中生,未婚,离婚,9,民族D,未知,男,0
45,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,1
52,40,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
35,30,销售,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
72,30,销售,0,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0
31,55,运输,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
60,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
59,35,未知,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,未知,男,1
22,7,执行主管,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0
33,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
39,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,1
52,28,管理文书,0,0,省份8,高中生,未婚,丧偶,9,民族D,地方政府,女,0
47,50,运输,0,0,省份8,大学未毕业,未婚,分居,10,民族D,个体,男,1
25,80,销售,0,0,省份8,大学生,离家,未婚,13,民族D,有限责任公司,男,0
58,40,劳工保洁,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
56,40,销售,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,非有限责任公司,男,1
48,40,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,地方政府,女,1
50,40,运输,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,地方政府,男,0
33,50,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,1
31,40,管理文书,0,0,省份12,大学未毕业,离家,未婚,10,民族D,个体,男,0
23,40,其他职业,0,0,省份8,高二,未婚,分居,7,民族D,个体,女,0
49,16,其他职业,0,0,省份25,初三,离家,已婚配偶异地,5,民族A,个体,女,0
41,55,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0
47,40,专业技术,0,0,省份20,大学生,丈夫,已婚平民配偶,13,民族B,非有限责任公司,男,0
40,40,劳工保洁,0,0,省份8,大学未毕业,离家,分居,10,民族D,个体,男,0
29,40,技术支持,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
29,56,保安,0,0,省份8,准职业学位,未婚,离婚,11,民族D,地方政府,男,0
49,60,管理文书,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0
21,16,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,中央部委,女,0
37,50,机械操作,0,1726,省份8,高中生,未婚,离婚,9,民族D,个体,男,0
47,35,管理文书,0,0,省份3,高三,丈夫,已婚平民配偶,8,民族D,地方政府,男,0
37,10,其他职业,0,0,省份8,高中生,未婚,已婚配偶异地,9,民族D,地方政府,女,0
47,60,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
40,40,手工艺维修,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,男,1
81,10,运输,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
33,45,运输,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
30,25,机械操作,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
58,45,专业技术,0,0,省份8,准职业学位,未婚,丧偶,11,民族D,个体,女,0
26,24,管理文书,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,省政府,男,0
48,20,其他职业,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,女,0
40,35,其他职业,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
35,40,管理文书,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
18,20,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
26,40,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
43,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
50,45,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族A,地方政府,男,1
44,80,运输,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,1
55,55,专业技术,0,0,省份8,职高,离家,丧偶,15,民族D,非有限责任公司,男,1
37,50,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,0
37,60,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
52,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,中央部委,男,0
39,40,手工艺维修,0,0,省份16,高中生,离家,未婚,9,民族D,个体,男,0
27,40,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
49,40,管理文书,2597,0,省份8,大学专科,离家,分居,12,民族D,个体,女,0
22,18,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
40,55,销售,0,0,省份8,大学生,离家,未婚,13,其他,个体,女,1
38,60,运输,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
28,18,管理文书,0,0,省份8,博士,孩子,未婚,16,民族D,个体,男,0
19,40,其他职业,0,0,省份8,高二,未婚,未婚,7,民族A,个体,女,0
47,38,技术支持,0,0,省份8,高一,未婚,离婚,6,民族A,个体,女,0
21,35,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
68,60,专业技术,0,0,省份8,职高,未婚,丧偶,15,民族D,个体,男,1
30,55,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
30,45,手工艺维修,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0
37,30,家政服务,0,0,省份5,初三,离家,未婚,5,民族D,个体,女,0
25,75,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
45,46,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
17,40,其他职业,0,0,省份8,初三,孩子,未婚,5,民族A,个体,女,0
31,40,专业技术,0,0,省份31,大学生,其他关系,未婚,13,民族D,地方政府,男,0
21,25,其他职业,0,0,省份12,大学未毕业,孩子,未婚,10,民族D,个体,女,0
56,45,执行主管,14084,0,省份8,大学生,离家,未婚,13,民族D,个体,男,1
55,58,销售,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,非有限责任公司,男,0
48,45,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
53,40,农业捕捞,0,0,省份8,大学未毕业,离家,离婚,10,民族D,省政府,男,0
36,33,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
32,60,技术支持,0,0,省份8,准职业学位,未婚,未婚,11,民族D,个体,女,0
57,45,专业技术,0,1977,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
22,35,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
19,50,机械操作,0,0,省份8,大学未毕业,其他关系,未婚,10,民族D,个体,男,0
22,60,机械操作,0,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,0
64,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0
38,40,专业技术,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0
24,30,劳工保洁,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,男,0
54,50,运输,3908,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
41,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,非有限责任公司,男,1
30,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
47,65,机械操作,8614,0,省份8,大学未毕业,离家,分居,10,民族D,个体,男,1
25,75,执行主管,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
25,40,劳工保洁,0,0,省份8,大学未毕业,离家,未婚,10,民族C,个体,男,0
26,48,销售,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
54,42,运输,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0
49,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0
60,50,运输,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,1
20,36,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
74,14,农业捕捞,0,0,省份8,高中生,离家,丧偶,9,民族D,非有限责任公司,女,0
32,40,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
30,40,管理文书,0,0,省份22,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0
20,32,销售,0,0,省份8,初三,孩子,未婚,5,民族D,个体,女,0
27,50,执行主管,0,0,省份8,准职业学位,孩子,未婚,11,民族D,个体,男,0
18,27,农业捕捞,0,0,省份8,高一,孩子,未婚,6,民族D,个体,男,0
50,60,专业技术,0,0,省份8,大学生,离家,离婚,13,民族D,省政府,男,1
46,40,运输,0,1887,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
23,48,销售,0,0,省份20,高中生,孩子,未婚,9,民族B,个体,男,0
53,40,管理文书,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0
28,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
31,60,执行主管,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
23,24,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
32,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
36,40,机械操作,0,0,省份40,高中生,丈夫,已婚平民配偶,9,民族B,个体,男,0
32,40,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,中央部委,女,1
48,40,管理文书,0,0,省份17,大学生,未婚,分居,13,民族B,个体,女,0
42,18,未知,0,0,省份8,大学未毕业,离家,离婚,10,民族D,未知,女,0
43,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
21,40,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
23,40,执行主管,0,0,省份16,大学专科,孩子,未婚,12,民族D,省政府,女,0
20,40,未知,0,0,省份8,高三,孩子,未婚,8,民族A,未知,男,0
49,40,劳工保洁,0,0,省份8,高二,未婚,离婚,7,民族D,地方政府,男,0
20,35,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
34,75,运输,0,0,省份22,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,1
33,40,专业技术,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,个体,男,0
35,40,技术支持,1151,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
32,38,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
45,35,执行主管,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,非有限责任公司,男,0
39,38,专业技术,5178,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,中央部委,女,1
56,40,管理文书,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
70,6,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
47,55,执行主管,0,1977,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,1
25,28,机械操作,0,0,省份8,高中生,离家,未婚,9,民族A,个体,男,0
43,40,家政服务,0,0,省份22,小学5、6年级,未婚,离婚,3,民族D,个体,女,0
21,20,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
21,13,手工艺维修,0,0,省份31,高中生,孩子,未婚,9,民族D,个体,男,0
42,45,销售,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
59,40,其他职业,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0
22,15,销售,0,0,省份8,高一,孩子,未婚,6,民族D,个体,男,0
32,60,农业捕捞,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
43,40,执行主管,8614,0,省份8,大学生,未婚,分居,13,民族D,个体,男,1
51,45,销售,5178,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
37,40,其他职业,0,0,省份17,高中生,孩子,未婚,9,民族B,个体,女,0
64,25,执行主管,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,非有限责任公司,男,1
25,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
39,40,手工艺维修,0,1848,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
34,37,未知,0,0,省份30,高中生,离家,已婚配偶异地,9,民族B,未知,女,0
27,30,农业捕捞,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0
31,60,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
34,40,保安,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,地方政府,男,0
53,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,地方政府,女,1
35,40,运输,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
72,30,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
25,40,销售,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0
19,40,专业技术,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
19,20,其他职业,34095,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
24,35,管理文书,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,女,0
36,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
26,40,销售,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,男,0
39,45,执行主管,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
47,40,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
19,20,其他职业,0,1602,省份8,高三,孩子,未婚,8,民族D,个体,男,0
31,50,手工艺维修,4386,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
46,55,销售,0,1902,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
47,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0
60,25,其他职业,0,0,省份8,高中生,离家,分居,9,民族D,个体,女,0
46,16,销售,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
33,50,执行主管,0,0,省份8,研究生,离家,未婚,14,民族D,个体,男,1
49,60,未知,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0
31,35,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,地方政府,女,0
27,40,手工艺维修,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0
33,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,其他,个体,男,0
66,20,未知,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,未知,男,0
28,36,管理文书,99999,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,1
38,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,1
24,20,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,中央部委,男,0
19,15,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
32,60,执行主管,0,1902,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
34,40,机械操作,0,2339,省份31,大学生,离家,已婚配偶异地,13,民族B,个体,男,0
22,40,执行主管,0,0,省份8,大学未毕业,离家,未婚,10,民族A,省政府,男,0
17,16,其他职业,0,0,省份8,高二,孩子,未婚,7,民族D,个体,女,0
21,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0
67,55,农业捕捞,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
39,40,手工艺维修,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,男,0
46,40,专业技术,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0
34,55,执行主管,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,非有限责任公司,男,0
31,52,其他职业,0,0,省份22,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
33,40,机械操作,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
33,35,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
27,26,手工艺维修,0,1594,省份8,高中生,未婚,丧偶,9,民族D,个体,女,0
44,30,劳工保洁,3137,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
26,18,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
62,66,其他职业,0,0,省份8,初中一、二年级,离家,丧偶,4,民族D,非有限责任公司,女,0
42,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
62,40,其他职业,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
50,45,销售,99999,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,1
49,40,未知,0,0,省份3,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0
21,8,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
52,8,劳工保洁,0,0,省份17,高中生,丈夫,已婚平民配偶,9,民族B,个体,男,0
33,50,技术支持,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族B,个体,男,1
39,40,管理文书,0,0,省份31,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0
67,15,其他职业,1086,0,省份8,初中一、二年级,离家,丧偶,4,民族D,地方政府,女,0
31,40,执行主管,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
67,16,未知,0,0,省份8,大学生,离家,丧偶,13,民族D,未知,女,1
54,40,技术支持,0,0,省份8,研究生,离家,离婚,14,民族D,个体,男,1
71,75,家政服务,0,0,省份8,小学5、6年级,离家,丧偶,3,民族B,个体,女,0
43,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
57,40,其他职业,0,0,省份8,高一,离家,未婚,6,民族D,个体,男,0
42,45,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,个体,女,1
31,40,劳工保洁,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0
33,40,技术支持,0,0,省份8,大学未毕业,离家,未婚,10,民族D,中央部委,女,0
31,50,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,个体,女,0
20,30,农业捕捞,0,0,省份5,小学3年级,离家,未婚,2,民族D,个体,男,0
17,40,未知,0,0,省份8,高一,孩子,未婚,6,民族D,未知,男,0
58,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0
40,40,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
34,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
42,99,专业技术,0,0,省份8,博士,离家,未婚,16,民族D,非有限责任公司,男,1
29,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
58,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
30,40,机械操作,0,0,省份8,准职业学位,离家,离婚,11,民族D,个体,男,0
28,55,执行主管,5013,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0
48,50,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0
42,40,机械操作,0,0,省份8,高中生,未婚,分居,9,民族D,个体,女,0
18,48,机械操作,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
46,20,专业技术,0,0,省份8,大学未毕业,离家,分居,10,民族D,非有限责任公司,男,0
40,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
55,35,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
27,10,未知,0,0,省份9,大学生,妻子,已婚平民配偶,13,民族B,未知,女,0
44,45,执行主管,7688,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,1
39,40,手工艺维修,0,0,省份22,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
26,40,其他职业,0,0,省份8,高中生,离家,未婚,9,民族A,个体,男,0
60,40,销售,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0
22,15,专业技术,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
66,11,运输,0,0,省份8,高一,离家,丧偶,6,民族D,个体,女,0
21,20,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
67,55,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0
26,40,执行主管,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0
22,50,执行主管,0,0,省份8,高三,离家,未婚,8,民族D,中央部委,男,1
27,50,技术支持,0,0,省份8,大学生,孩子,分居,13,民族D,个体,男,0
51,35,销售,0,0,省份8,高二,未婚,离婚,7,民族D,个体,女,0
50,40,运输,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0
67,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,0
36,40,销售,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0
58,24,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
35,48,销售,7298,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
43,40,机械操作,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,个体,女,0
36,50,执行主管,0,0,省份8,准职业学位,离家,离婚,11,民族D,地方政府,男,0
27,40,其他职业,0,0,省份17,大学生,离家,未婚,13,民族B,个体,男,0
34,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
59,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,1
65,18,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0
22,40,未知,0,0,省份8,大学生,孩子,未婚,13,民族D,未知,男,0
44,40,手工艺维修,14344,0,省份8,高中生,离家,离婚,9,民族D,个体,女,1
37,40,执行主管,0,1977,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
49,60,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
19,20,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
47,50,手工艺维修,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
26,25,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
26,50,执行主管,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
24,40,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
